"","count_BHI_1","count_BHI_2","count_BHI_3","count_ser_1","count_ser_2","count_ser_3"
"NBCAEPAK_02298",182,131,186,28,0,32
"NBCAEPAK_02299",99,67,71,28,0,70
"NBCAEPAK_02300",87,95,146,91,0,104
"NBCAEPAK_02301",365,369,378,253,0,394
"NBCAEPAK_02302",156,205,239,102,0,151
"NBCAEPAK_02303",5,13,8,1,0,11
"NBCAEPAK_02304",63,66,116,41,0,87
"NBCAEPAK_02305",31,30,30,8,0,25
"NBCAEPAK_02306",11,4,7,10,0,6
"NBCAEPAK_02307",96,81,144,39,0,77
"NBCAEPAK_02308",58,80,74,25,0,57
"NBCAEPAK_02309",920,1146,1015,636,0,752
"NBCAEPAK_02310",214,224,207,300,0,368
"NBCAEPAK_02311",66,52,58,96,0,129
"NBCAEPAK_02312",61,59,56,20,0,60
"NBCAEPAK_02313",37,69,60,25,0,44
"NBCAEPAK_02314",12,36,49,27,0,32
"NBCAEPAK_02315",147,130,170,63,0,112
"NBCAEPAK_02316",26,24,24,4,0,19
"NBCAEPAK_02317",24,20,22,9,0,14
"NBCAEPAK_02318",12,22,9,6,0,9
"NBCAEPAK_02319",174,178,167,167,0,205
"NBCAEPAK_02320",68,63,77,23,0,48
"NBCAEPAK_02321",29,24,27,17,0,19
"NBCAEPAK_02322",8,11,12,5,0,3
"NBCAEPAK_02323",37,30,45,41,0,36
"NBCAEPAK_02324",43,64,40,38,0,45
"NBCAEPAK_02325",138,130,114,39,0,43
"NBCAEPAK_02326",15,10,9,1,0,6
"NBCAEPAK_02327",18,17,13,2,0,2
"NBCAEPAK_02328",5,3,5,2,0,0
"NBCAEPAK_02329",7,3,4,5,0,9
"NBCAEPAK_02330",1,2,2,1,0,1
"NBCAEPAK_02331",27,26,47,38,0,65
"NBCAEPAK_02332",33,37,39,64,0,47
"NBCAEPAK_02333",0,2,2,0,0,2
"NBCAEPAK_02334",4,6,6,3,0,8
"NBCAEPAK_02335",21,23,40,4,0,19
"NBCAEPAK_02336",0,1,2,2,0,0
"NBCAEPAK_02337",51,62,85,15,0,27
"NBCAEPAK_02338",581,565,491,153,0,176
"NBCAEPAK_02339",88,76,85,25,0,26
"NBCAEPAK_02340",0,2,0,1,0,1
"NBCAEPAK_02341",13,11,24,1,0,1
"NBCAEPAK_02342",1,0,1,0,0,0
"NBCAEPAK_02343",0,0,1,0,0,0
"NBCAEPAK_02344",3,2,3,0,0,4
"NBCAEPAK_02345",11,14,18,0,0,1
"NBCAEPAK_02346",4,8,6,2,0,5
"NBCAEPAK_02347",0,0,3,0,0,0
"NBCAEPAK_02348",1,0,2,0,0,0
"NBCAEPAK_02349",2,0,8,2,0,1
"NBCAEPAK_02350",3,0,5,0,0,1
"NBCAEPAK_02351",1,0,0,0,0,1
"NBCAEPAK_02352",0,2,1,1,0,1
"NBCAEPAK_02353",12,22,30,11,0,22
"NBCAEPAK_02354",2658,2982,2574,7049,0,7112
"NBCAEPAK_02355",86,67,69,144,0,212
"NBCAEPAK_02356",97,99,123,150,0,274
"NBCAEPAK_02357",10,27,19,22,0,27
"NBCAEPAK_02358",30,42,48,19,0,32
"NBCAEPAK_02360",49,41,37,18,0,32
"NBCAEPAK_02361",37,28,20,18,0,27
"NBCAEPAK_02362",356,362,335,339,0,328
"NBCAEPAK_02363",5,2,1,3,0,1
"NBCAEPAK_02364",1,0,3,1,0,1
"NBCAEPAK_02365",0,5,4,4,0,4
"NBCAEPAK_02366",4,2,6,2,0,2
"NBCAEPAK_02367",306,310,289,349,0,349
"NBCAEPAK_02368",98,74,92,89,0,106
"NBCAEPAK_02369",122,136,110,85,0,133
"NBCAEPAK_02370",28,33,18,27,0,31
"NBCAEPAK_02371",22,27,38,15,0,6
"NBCAEPAK_02372",11,14,13,9,0,8
"NBCAEPAK_02373",34,40,17,16,0,17
"NBCAEPAK_02374",22,42,23,12,0,20
"NBCAEPAK_02375",17,15,15,31,0,17
"NBCAEPAK_02376",28,30,20,19,0,22
"NBCAEPAK_02377",66,68,54,58,0,85
"NBCAEPAK_02378",142,146,171,325,0,371
"NBCAEPAK_02379",127,137,133,150,0,168
"NBCAEPAK_02380",36,27,50,29,0,15
"NBCAEPAK_02381",16,25,38,3,0,18
"NBCAEPAK_02382",11,27,24,22,0,22
"NBCAEPAK_02383",187,150,257,42,0,81
"NBCAEPAK_02384",63,71,39,10,0,19
"NBCAEPAK_02385",1,1,2,0,0,3
"NBCAEPAK_02386",57,71,51,11,0,36
"NBCAEPAK_02387",50,39,46,14,0,40
"NBCAEPAK_02388",4,0,8,5,0,6
"NBCAEPAK_02389",353,330,431,98,0,215
"NBCAEPAK_02390",101,108,135,47,0,84
"NBCAEPAK_02391",13,17,8,4,0,4
"NBCAEPAK_02392",17,20,28,11,0,21
"NBCAEPAK_02393",48,60,51,34,0,30
"NBCAEPAK_02394",495,529,572,143,0,189
"NBCAEPAK_02395",3,0,8,8,0,11
"NBCAEPAK_02396",60,69,91,36,0,44
"NBCAEPAK_02397",76,64,79,11,0,20
"NBCAEPAK_02398",253,252,316,99,0,147
"NBCAEPAK_02399",13,19,20,13,0,36
"NBCAEPAK_02400",13,17,25,22,0,40
"NBCAEPAK_02401",19,5,10,9,0,21
"NBCAEPAK_02402",1140,1039,979,245,0,306
"NBCAEPAK_02403",54,96,52,33,0,31
"NBCAEPAK_02404",8,8,4,4,0,9
"NBCAEPAK_02405",15,23,22,35,0,103
"NBCAEPAK_02406",40,31,36,36,0,27
"NBCAEPAK_02409",91,105,105,562,0,668
"NBCAEPAK_02410",0,3,2,8,0,14
"NBCAEPAK_02411",0,0,0,0,0,0
"NBCAEPAK_02412",5,4,2,10,0,8
"NBCAEPAK_02417",12,9,18,13,0,33
"NBCAEPAK_02418",136,124,129,96,0,73
"NBCAEPAK_02419",7604,6347,5804,3607,0,4008
"NBCAEPAK_02420",33,34,35,14,0,25
"NBCAEPAK_02421",90,97,104,41,0,37
"NBCAEPAK_02422",20,35,20,21,0,19
"NBCAEPAK_02423",17,11,33,7,0,19
"NBCAEPAK_02424",38,46,63,26,0,42
"NBCAEPAK_02425",26,47,40,9,0,25
"NBCAEPAK_02426",40,27,26,14,0,18
"NBCAEPAK_02427",5,3,6,13,0,20
"NBCAEPAK_02428",26,36,37,22,0,32
"NBCAEPAK_02429",649,600,698,2572,0,2508
"NBCAEPAK_02430",2,2,5,13,0,24
"NBCAEPAK_02431",23,35,57,11,0,8
"NBCAEPAK_02432",1,2,3,0,0,0
"NBCAEPAK_02433",933,757,866,502,0,575
"NBCAEPAK_02434",161,229,228,98,0,194
"NBCAEPAK_02435",54,47,46,13,0,22
"NBCAEPAK_02436",23,37,63,21,0,32
"NBCAEPAK_02437",26,55,46,15,0,32
"NBCAEPAK_02438",4,13,7,4,0,9
"NBCAEPAK_02439",0,0,1,0,0,0
"NBCAEPAK_02440",207,232,253,114,0,209
"NBCAEPAK_02441",8,19,11,1,0,4
"NBCAEPAK_02442",171,135,148,1257,0,1298
"NBCAEPAK_02443",24,21,39,45,0,118
"NBCAEPAK_02444",166,169,216,47,0,99
"NBCAEPAK_02445",264,248,306,62,0,121
"NBCAEPAK_02446",10,7,2,2,0,2
"NBCAEPAK_02447",46,45,48,16,0,15
"NBCAEPAK_02448",64,82,88,32,0,62
"NBCAEPAK_02449",160,165,148,144,0,101
"NBCAEPAK_02450",40,48,49,20,0,37
"NBCAEPAK_02451",4,10,1,1,0,2
"NBCAEPAK_02452",4,1,2,2,0,1
"NBCAEPAK_02453",0,0,0,0,0,0
"NBCAEPAK_02454",0,4,4,4,0,2
"NBCAEPAK_02455",4,1,0,0,0,2
"NBCAEPAK_02456",0,0,2,0,0,2
"NBCAEPAK_02457",10,4,10,2,0,4
"NBCAEPAK_02458",2,2,0,2,0,8
"NBCAEPAK_02459",449,642,543,237,0,254
"NBCAEPAK_02460",652,543,526,5047,0,6030
"NBCAEPAK_02461",65,63,107,577,0,974
"NBCAEPAK_02462",11,5,6,2,0,2
"NBCAEPAK_02463",20,15,19,1228,0,1418
"NBCAEPAK_02464",3,11,16,65,0,108
"NBCAEPAK_02465",104,116,99,26,0,77
"NBCAEPAK_02466",14,16,31,5,0,12
"NBCAEPAK_02467",20,34,17,6,0,15
"NBCAEPAK_02468",37,39,35,20,0,10
"NBCAEPAK_02469",60,70,78,22,0,22
"NBCAEPAK_02470",681,729,871,191,0,422
"NBCAEPAK_02471",8,5,6,31,0,44
"NBCAEPAK_02472",33,52,51,128,0,166
"NBCAEPAK_02473",436,430,393,518,0,1103
"NBCAEPAK_02474",241,230,229,235,0,386
"NBCAEPAK_02475",210,206,216,331,0,493
"NBCAEPAK_02476",54,49,61,88,0,163
"NBCAEPAK_02477",47,42,26,149,0,196
"NBCAEPAK_02478",119,107,100,13177,0,14763
"NBCAEPAK_02479",38,37,41,662,0,1117
"NBCAEPAK_02480",2,2,0,5,0,7
"NBCAEPAK_02481",732,672,660,308,0,401
"NBCAEPAK_02482",44,59,86,53,0,43
"NBCAEPAK_02483",119,144,136,38,0,84
"NBCAEPAK_02484",21,21,16,12,0,8
"NBCAEPAK_02485",22,10,28,9,0,7
"NBCAEPAK_02486",6,4,15,0,0,2
"NBCAEPAK_02487",2,2,0,3,0,0
"NBCAEPAK_02488",309,310,248,106,0,157
"NBCAEPAK_02489",92,135,142,76,0,81
"NBCAEPAK_02490",2,3,5,2,0,0
"NBCAEPAK_02491",36,51,66,9,0,24
"NBCAEPAK_02492",124,114,96,82,0,85
"NBCAEPAK_02494",35,33,25,22,0,20
"NBCAEPAK_02495",75,72,96,104,0,206
"NBCAEPAK_02496",34,31,35,48,0,52
"NBCAEPAK_02497",64,80,103,75,0,139
"NBCAEPAK_02498",1,0,0,1,0,0
"NBCAEPAK_02499",34,44,67,2,0,13
"NBCAEPAK_02500",49,54,77,4,0,8
"NBCAEPAK_02501",77,67,84,9,0,30
"NBCAEPAK_02502",25,32,44,1,0,0
"NBCAEPAK_02503",2,4,9,0,0,1
"NBCAEPAK_02504",156,146,144,150,0,135
"NBCAEPAK_02505",204,238,215,111,0,148
"NBCAEPAK_02506",16,32,34,33,0,38
"NBCAEPAK_02507",46,31,40,38,0,46
"NBCAEPAK_02508",22,67,63,41,0,61
"NBCAEPAK_02509",27,30,25,38,0,27
"NBCAEPAK_02510",15,8,21,6,0,12
"NBCAEPAK_02511",23,18,44,10,0,12
"NBCAEPAK_02512",20,25,23,8,0,19
"NBCAEPAK_02513",61,53,67,20,0,16
"NBCAEPAK_02514",1,0,3,5,0,2
"NBCAEPAK_02515",3,9,14,1,0,3
"NBCAEPAK_02516",0,0,0,0,0,2
"NBCAEPAK_02517",2,3,1,0,0,1
"NBCAEPAK_02518",12,8,0,4,0,14
"NBCAEPAK_02519",55,56,45,33,0,38
"NBCAEPAK_02520",20,17,18,11,0,22
"NBCAEPAK_02521",0,1,2,2,0,6
"NBCAEPAK_02522",109,160,175,64,0,98
"NBCAEPAK_02523",16,22,17,15,0,27
"NBCAEPAK_02524",23,12,20,11,0,18
"NBCAEPAK_02525",86,79,78,39,0,57
"NBCAEPAK_02526",2,0,3,2,0,0
"NBCAEPAK_02527",41,39,75,7,0,11
"NBCAEPAK_02528",0,4,8,0,0,1
"NBCAEPAK_02529",7,5,6,3,0,7
"NBCAEPAK_02530",589,574,444,900,0,927
"NBCAEPAK_02531",109,140,102,99,0,117
"NBCAEPAK_02532",35,29,25,30,0,22
"NBCAEPAK_02533",40,48,34,30,0,42
"NBCAEPAK_02534",16,13,14,12,0,16
"NBCAEPAK_02535",56,36,42,10,0,18
"NBCAEPAK_02536",32,26,29,14,0,34
"NBCAEPAK_02537",14,8,21,9,0,16
"NBCAEPAK_02538",1,3,3,2,0,0
"NBCAEPAK_02539",0,2,0,0,0,0
"NBCAEPAK_02540",6,2,0,1,0,0
"NBCAEPAK_02541",235,236,264,422,0,416
"NBCAEPAK_02542",10,20,11,7,0,10
"NBCAEPAK_02543",13,6,13,8,0,12
"NBCAEPAK_02544",9,7,10,19,0,19
"NBCAEPAK_02545",15,25,20,23,0,32
"NBCAEPAK_02546",58,36,23,46,0,60
"NBCAEPAK_02547",74,89,71,68,0,42
"NBCAEPAK_02548",36,28,27,32,0,30
"NBCAEPAK_02549",7,2,0,0,0,8
"NBCAEPAK_02550",80,63,54,53,0,63
"NBCAEPAK_02551",196,199,192,113,0,169
"NBCAEPAK_02552",84,85,135,27,0,42
"NBCAEPAK_02553",13,12,13,6,0,10
"NBCAEPAK_02554",11,22,19,21,0,17
"NBCAEPAK_02555",9,24,17,5,0,6
"NBCAEPAK_02556",2,1,1,4,0,0
"NBCAEPAK_02557",15,13,14,4,0,8
"NBCAEPAK_02558",37,44,44,10,0,11
"NBCAEPAK_02559",34,37,30,7,0,18
"NBCAEPAK_02560",0,0,0,0,0,0
"NBCAEPAK_02561",0,0,0,0,0,0
"NBCAEPAK_02562",0,0,0,0,0,0
"NBCAEPAK_02563",0,0,0,0,0,0
"NBCAEPAK_02564",0,0,0,0,0,0
"NBCAEPAK_02565",0,0,0,0,0,0
"NBCAEPAK_02567",0,0,0,0,0,0
"NBCAEPAK_02568",0,0,0,0,0,0
"NBCAEPAK_02569",0,0,0,0,0,0
"NBCAEPAK_02570",0,0,0,0,0,0
"NBCAEPAK_02571",2,11,3,3,0,2
"NBCAEPAK_02572",9,12,12,6,0,6
"NBCAEPAK_02573",15,25,30,39,0,64
"NBCAEPAK_02574",5,6,4,6,0,2
"NBCAEPAK_02575",1,0,0,7,0,5
"NBCAEPAK_02576",54,41,62,60,0,57
"NBCAEPAK_02577",2,1,3,1,0,0
"NBCAEPAK_02578",10,9,7,16,0,7
"NBCAEPAK_02579",6,2,4,2,0,2
"NBCAEPAK_02580",1,1,0,0,0,5
"NBCAEPAK_02581",1,0,0,0,0,0
"NBCAEPAK_02582",0,6,2,3,0,6
"NBCAEPAK_02583",8,7,14,9,0,14
"NBCAEPAK_02584",9,9,6,5,0,6
"NBCAEPAK_02585",1,0,3,4,0,0
"NBCAEPAK_02586",3,1,5,2,0,0
"NBCAEPAK_02587",10,7,12,7,0,12
"NBCAEPAK_02588",0,1,0,2,0,3
"NBCAEPAK_02589",0,2,0,0,0,0
"NBCAEPAK_02590",0,2,0,1,0,4
"NBCAEPAK_02591",2,0,0,0,0,2
"NBCAEPAK_02592",0,0,1,0,0,0
"NBCAEPAK_02593",0,0,0,0,0,0
"NBCAEPAK_02594",0,0,0,0,0,0
"NBCAEPAK_02595",0,0,0,0,0,0
"NBCAEPAK_02596",0,0,0,0,0,0
"NBCAEPAK_02597",0,0,0,0,0,0
"NBCAEPAK_02598",0,1,0,0,0,0
"NBCAEPAK_02599",0,5,2,0,0,3
"NBCAEPAK_02600",2,2,10,6,0,8
"NBCAEPAK_02601",1,0,2,0,0,2
"NBCAEPAK_02602",1,0,3,0,0,0
"NBCAEPAK_02603",3,0,0,0,0,0
"NBCAEPAK_02604",3,1,1,0,0,7
"NBCAEPAK_02605",0,1,3,0,0,4
"NBCAEPAK_02606",3,14,9,3,0,10
"NBCAEPAK_02607",0,0,0,0,0,1
"NBCAEPAK_02608",6,6,14,5,0,9
"NBCAEPAK_02609",126,136,112,98,0,119
"NBCAEPAK_02610",176,170,136,1591,0,1858
"NBCAEPAK_02611",7,0,4,12,0,19
"NBCAEPAK_02612",1,0,0,0,0,6
"NBCAEPAK_02613",5,3,0,12,0,10
"NBCAEPAK_02614",9,2,12,26,0,61
"NBCAEPAK_02615",14,15,8,1,0,7
"NBCAEPAK_02616",1,3,0,3,0,2
"NBCAEPAK_02617",54,63,51,51,0,34
"NBCAEPAK_02618",41,66,53,110,0,145
"NBCAEPAK_02619",256,223,201,751,0,731
"NBCAEPAK_02620",264,296,263,324,0,451
"NBCAEPAK_02621",87,77,52,96,0,181
"NBCAEPAK_02623",20,10,9,6,0,22
"NBCAEPAK_02624",41,33,44,68,0,96
"NBCAEPAK_02625",2,4,0,1,0,0
"NBCAEPAK_02626",0,3,0,0,0,0
"NBCAEPAK_02627",0,0,0,4,0,13
"NBCAEPAK_02628",299,256,223,201,0,346
"NBCAEPAK_02629",16,11,10,41,0,80
"NBCAEPAK_02630",5,5,9,14,0,25
"NBCAEPAK_02631",57,52,45,50,0,66
"NBCAEPAK_02632",38,38,39,16,0,30
"NBCAEPAK_02633",28,58,56,10,0,28
"NBCAEPAK_02634",14,14,19,2,0,14
"NBCAEPAK_02635",133,126,114,18,0,39
"NBCAEPAK_02636",75,83,103,7,0,19
"NBCAEPAK_02637",609,568,543,126,0,167
"NBCAEPAK_02638",217,231,249,47,0,76
"NBCAEPAK_02639",74,83,110,58,0,120
"NBCAEPAK_02640",374,377,418,235,0,551
"NBCAEPAK_02641",166,187,240,92,0,265
"NBCAEPAK_02642",867,1152,633,593,0,723
"NBCAEPAK_02643",423,439,483,154,0,277
"NBCAEPAK_02644",708,870,660,219,0,404
"NBCAEPAK_02645",225,271,349,79,0,152
"NBCAEPAK_02646",62,100,86,29,0,26
"NBCAEPAK_02647",84,154,130,37,0,54
"NBCAEPAK_02648",66,82,93,12,0,27
"NBCAEPAK_02649",312,282,341,84,0,199
"NBCAEPAK_02650",33,40,65,26,0,56
"NBCAEPAK_02651",102,85,129,68,0,107
"NBCAEPAK_02652",23,15,25,17,0,26
"NBCAEPAK_02653",10,10,6,3,0,0
"NBCAEPAK_02654",353,372,337,131,0,222
"NBCAEPAK_02655",491,487,469,711,0,712
"NBCAEPAK_02656",116,117,143,72,0,171
"NBCAEPAK_02657",24,33,33,9,0,31
"NBCAEPAK_02658",54,83,72,51,0,81
"NBCAEPAK_02659",77,93,98,41,0,74
"NBCAEPAK_02660",0,7,14,5,0,5
"NBCAEPAK_02661",23,23,45,38,0,61
"NBCAEPAK_02662",39,66,47,28,0,67
"NBCAEPAK_02663",14,19,23,24,0,36
"NBCAEPAK_02664",198,350,325,266,0,322
"NBCAEPAK_02665",109,146,135,57,0,159
"NBCAEPAK_02666",0,1,3,2,0,6
"NBCAEPAK_02667",16,9,14,12,0,14
"NBCAEPAK_02668",126,107,180,88,0,188
"NBCAEPAK_02669",41,48,77,45,0,109
"NBCAEPAK_02670",198,164,220,307,0,451
"NBCAEPAK_02671",61,82,90,44,0,103
"NBCAEPAK_02672",78,92,130,52,0,120
"NBCAEPAK_02673",191,206,210,48,0,57
"NBCAEPAK_02674",239,270,292,17,0,34
"NBCAEPAK_02675",913,916,874,118,0,137
"NBCAEPAK_02676",480,604,511,84,0,109
"NBCAEPAK_02677",125,161,118,133,0,106
"NBCAEPAK_02678",3,11,11,8,0,5
"NBCAEPAK_02680",29,38,28,1,0,11
"NBCAEPAK_02681",0,1,4,0,0,2
"NBCAEPAK_02682",534,447,429,783,0,903
"NBCAEPAK_02683",117,153,154,69,0,107
"NBCAEPAK_02684",20,54,25,26,0,41
"NBCAEPAK_02685",63,54,65,43,0,81
"NBCAEPAK_02686",19,32,33,23,0,39
"NBCAEPAK_02687",232,216,227,71,0,74
"NBCAEPAK_02688",4,8,13,1,0,5
"NBCAEPAK_02689",87,70,95,25,0,32
"NBCAEPAK_02690",65,71,65,17,0,14
"NBCAEPAK_02691",0,0,3,0,0,0
"NBCAEPAK_02692",80,72,93,95,0,118
"NBCAEPAK_02693",9,11,11,6,0,13
"NBCAEPAK_02694",104,110,160,77,0,107
"NBCAEPAK_02695",108,83,108,141,0,197
"NBCAEPAK_02696",7,23,20,16,0,16
"NBCAEPAK_02697",31,24,37,21,0,15
"NBCAEPAK_02698",29,36,23,8,0,20
"NBCAEPAK_02699",200,352,315,123,0,281
"NBCAEPAK_02700",90,67,135,17,0,40
"NBCAEPAK_02701",12,17,16,13,0,16
"NBCAEPAK_02702",96,126,114,52,0,100
"NBCAEPAK_02703",58,97,93,27,0,68
"NBCAEPAK_02704",51,66,92,25,0,37
"NBCAEPAK_02705",78,89,152,28,0,55
"NBCAEPAK_02706",52,68,43,45,0,63
"NBCAEPAK_02707",82,92,104,80,0,133
"NBCAEPAK_02708",157,163,198,107,0,160
"NBCAEPAK_02709",80,95,51,14,0,25
"NBCAEPAK_02710",5,6,3,3,0,1
"NBCAEPAK_02711",135,144,130,384,0,367
"NBCAEPAK_02712",41,51,31,50,0,95
"NBCAEPAK_02713",7,4,4,4,0,8
"NBCAEPAK_02714",0,0,8,1,0,3
"NBCAEPAK_02715",6,7,1,5,0,1
"NBCAEPAK_02716",0,0,0,1,0,0
"NBCAEPAK_02717",88,104,141,27,0,47
"NBCAEPAK_02718",61,62,57,34,0,60
"NBCAEPAK_02719",113,87,95,60,0,81
"NBCAEPAK_02720",1040,1158,1337,156,0,252
"NBCAEPAK_02721",129,154,181,16,0,32
"NBCAEPAK_02722",31,40,19,8,0,20
"NBCAEPAK_02723",701,847,800,402,0,854
"NBCAEPAK_02724",274,353,319,141,0,315
"NBCAEPAK_02725",10,6,16,7,0,3
"NBCAEPAK_02726",432,392,350,149,0,207
"NBCAEPAK_02727",41,31,40,34,0,23
"NBCAEPAK_02728",4,1,7,0,0,1
"NBCAEPAK_02729",74,62,83,20,0,40
"NBCAEPAK_02730",8,10,4,1,0,0
"NBCAEPAK_02731",4,6,11,10,0,3
"NBCAEPAK_02732",21,32,33,10,0,10
"NBCAEPAK_02733",9,11,30,2,0,1
"NBCAEPAK_02734",11,24,17,6,0,9
"NBCAEPAK_02735",5,8,0,3,0,8
"NBCAEPAK_02736",10,2,6,27,0,40
"NBCAEPAK_02737",2,2,2,17,0,10
"NBCAEPAK_02738",2,0,0,17,0,32
"NBCAEPAK_02739",152,124,160,26,0,61
"NBCAEPAK_02740",89,69,66,41,0,50
"NBCAEPAK_02741",21,19,34,9,0,20
"NBCAEPAK_02742",0,0,0,0,0,0
"NBCAEPAK_02743",0,0,0,0,0,0
"NBCAEPAK_02744",0,0,0,0,0,0
"NBCAEPAK_02745",0,0,0,0,0,0
"NBCAEPAK_02746",0,0,0,0,0,0
"NBCAEPAK_02747",0,0,0,0,0,0
"NBCAEPAK_02748",0,0,0,0,0,0
"NBCAEPAK_02749",0,0,0,0,0,0
"NBCAEPAK_02750",0,0,0,0,0,0
"NBCAEPAK_02751",0,0,0,0,0,0
"NBCAEPAK_02752",0,0,0,0,0,0
"NBCAEPAK_02753",0,0,0,0,0,0
"NBCAEPAK_02754",0,0,0,0,0,0
"NBCAEPAK_02755",0,0,0,0,0,0
"NBCAEPAK_02756",6,1,3,2,0,7
"NBCAEPAK_02757",0,0,0,0,0,1
"NBCAEPAK_02758",0,0,0,0,0,0
"NBCAEPAK_02759",0,0,0,0,0,4
"NBCAEPAK_02760",0,0,0,0,0,2
"NBCAEPAK_02761",8,5,12,4,0,7
"NBCAEPAK_02762",11,4,15,1,0,10
"NBCAEPAK_02763",14,16,5,0,0,0
"NBCAEPAK_02764",8,23,17,14,0,44
"NBCAEPAK_02765",11,2,10,5,0,14
"NBCAEPAK_02766",6,5,2,8,0,10
"NBCAEPAK_02767",2,4,2,1,0,2
"NBCAEPAK_02768",13,14,15,22,0,31
"NBCAEPAK_02769",2,6,16,4,0,17
"NBCAEPAK_02770",0,0,0,0,0,0
"NBCAEPAK_02771",0,1,1,2,0,0
"NBCAEPAK_02772",9,7,4,16,0,20
"NBCAEPAK_02773",7,3,5,6,0,15
"NBCAEPAK_02774",0,0,0,0,0,0
"NBCAEPAK_02775",1,8,4,0,0,4
"NBCAEPAK_02776",2,1,2,2,0,0
"NBCAEPAK_02777",0,0,0,0,0,0
"NBCAEPAK_02778",0,0,0,0,0,0
"NBCAEPAK_02779",0,0,0,0,0,0
"NBCAEPAK_02780",0,0,0,0,0,0
"NBCAEPAK_02781",23,17,6,22,0,22
"NBCAEPAK_02782",16,18,19,2,0,10
"NBCAEPAK_02783",2,6,2,4,0,3
"NBCAEPAK_02784",0,0,1,0,0,2
"NBCAEPAK_02785",11,6,10,18,0,13
"NBCAEPAK_02786",0,2,0,0,0,0
"NBCAEPAK_02787",0,2,1,1,0,0
"NBCAEPAK_02788",0,0,0,0,0,0
"NBCAEPAK_02789",7,4,0,3,0,3
"NBCAEPAK_02790",11,17,20,4,0,5
"NBCAEPAK_02791",44,41,36,22,0,22
"NBCAEPAK_02792",17,12,6,35,0,43
"NBCAEPAK_02793",2,4,2,2,0,6
"NBCAEPAK_02794",5,4,5,9,0,6
"NBCAEPAK_02795",7,7,3,8,0,14
"NBCAEPAK_02796",1,0,2,2,0,2
"NBCAEPAK_02797",15,19,17,21,0,29
"NBCAEPAK_02798",55,60,56,63,0,81
"NBCAEPAK_02799",0,1,0,1,0,1
"NBCAEPAK_02800",6,0,2,1,0,8
"NBCAEPAK_02801",3,4,5,1,0,7
"NBCAEPAK_02802",5,5,4,8,0,9
"NBCAEPAK_02803",9,10,0,6,0,5
"NBCAEPAK_02804",2,0,0,7,0,8
"NBCAEPAK_02805",1,1,1,8,0,0
"NBCAEPAK_02806",9,12,6,19,0,15
"NBCAEPAK_02807",9,10,7,23,0,26
"NBCAEPAK_02808",7,2,8,7,0,4
"NBCAEPAK_02809",7,5,4,2,0,9
"NBCAEPAK_02810",92,66,70,9,0,12
"NBCAEPAK_02811",385,427,439,63,0,97
"NBCAEPAK_02812",0,1,2,0,0,4
"NBCAEPAK_02813",58,82,75,37,0,54
"NBCAEPAK_02814",3,1,2,0,0,4
"NBCAEPAK_02815",14,16,18,4,0,9
"NBCAEPAK_02816",2,4,3,1,0,4
"NBCAEPAK_02817",10,1,6,0,0,2
"NBCAEPAK_02818",12,8,4,6,0,10
"NBCAEPAK_02819",8,4,2,2,0,2
"NBCAEPAK_02820",30,51,79,50,0,78
"NBCAEPAK_02821",0,2,8,0,0,0
"NBCAEPAK_02822",2,3,0,3,0,0
"NBCAEPAK_02823",13,16,14,8,0,2
"NBCAEPAK_02824",8,12,10,10,0,8
"NBCAEPAK_02825",23,24,19,27,0,18
"NBCAEPAK_02826",2,1,2,3,0,3
"NBCAEPAK_02827",31,25,55,15,0,30
"NBCAEPAK_02828",187,218,154,13,0,11
"NBCAEPAK_02829",183,174,168,180,0,168
"NBCAEPAK_02830",121,168,189,95,0,83
"NBCAEPAK_02831",91,111,131,134,0,161
"NBCAEPAK_02832",3,5,4,2,0,6
"NBCAEPAK_02833",7,10,4,3,0,8
"NBCAEPAK_02834",12,4,2,11,0,10
"NBCAEPAK_02835",8,4,8,2,0,0
"NBCAEPAK_02836",0,0,0,0,0,0
"NBCAEPAK_02837",44,28,20,26,0,23
"NBCAEPAK_02838",55,39,33,23,0,24
"NBCAEPAK_02839",11,12,12,6,0,3
"NBCAEPAK_02840",38,23,26,10,0,14
"NBCAEPAK_02841",4,8,8,5,0,2
"NBCAEPAK_02842",22,37,19,27,0,19
"NBCAEPAK_02843",0,0,0,0,0,0
"NBCAEPAK_02844",7,9,14,15,0,35
"NBCAEPAK_02845",202,290,258,311,0,364
"NBCAEPAK_02846",149,195,167,56,0,61
"NBCAEPAK_02847",1022,1083,1075,345,0,353
"NBCAEPAK_02848",288,343,284,95,0,176
"NBCAEPAK_02849",67,52,71,65,0,80
"NBCAEPAK_02850",37,34,36,32,0,44
"NBCAEPAK_02851",9,7,23,18,0,9
"NBCAEPAK_02852",0,0,0,2,0,0
"NBCAEPAK_02853",35,35,39,36,0,54
"NBCAEPAK_02854",17,9,18,8,0,7
"NBCAEPAK_02855",2,2,3,0,0,0
"NBCAEPAK_02856",153,163,172,168,0,239
"NBCAEPAK_02857",31,33,35,55,0,87
"NBCAEPAK_02858",4,1,5,2,0,11
"NBCAEPAK_02859",89,121,89,114,0,172
"NBCAEPAK_02860",50,55,41,124,0,107
"NBCAEPAK_02861",5,9,5,8,0,0
"NBCAEPAK_02862",2,3,1,3,0,4
"NBCAEPAK_02863",0,0,0,0,0,0
"NBCAEPAK_02864",5,8,6,0,0,3
